id,context,function,subFunction,name,skillElement,skillDescription,skillSynonyms,status
1042,,Technology & IT,Application And Data Management,CouchDB,  ,,  ,Approved
1043,,Technology & IT,Infrastructure,Cron,  ,,  ,Approved
1044,,Technology & It,Cyber Security,Ccloud Security,  ,,,Approved
1045,,Technology & It,Cyber Security,Hashing And Key Management,  ,,,Approved
1046,,Technology & It,Cyber Security,Publikey Cryptography,  ,,,Approved
1047,,Technology & It,Cyber Security,System Security,  ,,,Approved
1048,,Tech & IT,Cyber Security,Web Security,  ,,  ,Approved
1049,,Technology & It,Software Development And Implementation,Css,  ,,  ,Approved
1050,,Technology & IT,Configuration/Release Engineering,Cucumber,  ,,  ,Approved
1051,,Technology & It,Cyber Security,Cybersecurity,  ,,,Approved
1052,,Technology & It,Data Science,Data Analysis, Definition Knowledge Domains Fields Of Application Deployment Phase Data Visualization Process Problems Of Predictive Model Information Data Sources Charts Exploration/visualization Knowledge Deployment Machine Learning And Artificial Open Data Disciplines Computer Science Intelligence Mathematics And Statistics ,,,Approved
1053,,Technology & It,Data Science,Data Mining Patterns, Data Mining Sequences ,,,Approved
1058,,Technology & It,Data Science,R Advanced,  ,,,Approved
1061,,Technology & It,Data Science,Supervised And Unsupervised Learning,  ,,,Approved
1062,,Technology & It,Data Science,Text Mining,  ,,,Approved
1063,,Technology & It,Data Science,Visualization, Abline() Function Graphics !gures Ggplot2 (see Ggplot2 Package) ,,,Approved
1064,,Technology & IT,Application And Data Management,DBMS, Relational Algebra and Calculus File Organization and Indexing Transactions and Concurrency Control Triggers and Joins Database Normalization Data Models and Schema Database Backup and Recovery Database Security and Integrity Database Management ,,  ,Approved
1065,,Technology & It,Software Development And Implementation,Dependency Injection, .net Core Default Di Container ,,  ,Approved
1066,,Technology & It,Software Development And Implementation,Dependency Injection With Autofac,  ,,  ,Approved
1067,,Technology & It,Data Science,Django,  ,,,Approved
1068,,Technology & It,Software Development And Implementation,Docker,  ,,  ,Approved
1069,,Technology & IT,Application And Data Management,Documentum,  ,,  ,Approved
1070,,Technology & IT,Application And Data Management,DynamoDB,  ,,  ,Approved
1071,,Technology & IT,Configuration/Release Engineering,Eclipse,  ,,  ,Approved
1072,,Technology & It,Software Development And Implementation,Elasticsearch,  ,,  ,Approved
1073,,Technology & It,Software Development And Implementation,Embedded And C++,  ,,  ,Approved
1074,,Technology & IT,Configuration/Release Engineering,GIT,  ,,  ,Approved
1075,,Technology & IT,Configuration/Release Engineering,GoLang,  ,,  ,Approved
1076,,Technology & IT,Infrastructure,Google Cloud Platform,  ,,  ,Approved
1077,,Technology & IT,Configuration/Release Engineering,GUI Testing,  ,,  ,Approved
1078,,Technology & It,Data Science,Hadoop,  ,,,Approved
1080,,Technology & IT,Configuration/Release Engineering,IDE,  ,,  ,Approved
1081,,Technology & It,Software Development And Implementation,J2ee, Hibernate Orm Immutable Classes Wrappers I/o Streams Garbage Collection Oops Concepts Oops / Inheritance Regex Serialisation And De-serialisation Basiconcepts Servlet I/o Abstraction/packages/exception Handling Multithreading Spring (core  Mvc  Jdbc  Orm  Aop) Jump Statements  Final And Statikeywords Collection Framework String Handling Synchronisation Collections Wrapper Classes Concurrent Collection Basiconstructs Custom Exceptions Reflection Data Types And Operators Exception Handling Jdbc Jsp Ee Date Nner Classes Generics ,,  ,Approved
1082,,Technology & It,Software Development And Implementation,Fundamentals,  ,,  ,Approved
1083,,Technology & It,Software Development And Implementation,Hibernate,  ,,  ,Approved
1084,,Technology & It,Software Development And Implementation,Jboss,  ,,  ,Approved
1085,,Technology & It,Software Development And Implementation,Jbuilder,  ,,  ,Approved
1087,,Technology & IT,Configuration/Release Engineering,Jenkins,  ,,  ,Approved
1088,,Technology & IT,Project And Program Management,Jira,  ,,  ,Approved
1089,,Technology & It,Software Development And Implementation,Jmeter,  ,,  ,Approved
1090,,Technology & It,Software Development And Implementation,Jms, Jms Interfaces Jms Sessions Jms Message Headers Jms Messaging Application Components Jms Message Body Formats ,,  ,Approved
1091,,Technology & It,Software Development And Implementation,Jquery,  ,,  ,Approved
1092,,Technology & It,Software Development And Implementation,Jsp, Architecture ,,  ,Approved
1093,,Technology & It,Software Development And Implementation,Jsp / Server Response, Server Response ,,  ,Approved
1094,,Technology & It,Software Development And Implementation,Jsp / Session Tracking, Session Tracking ,,  ,Approved
1095,,Technology & It,Software Development And Implementation,Jta,  ,,  ,Approved
1096,,Technology & It,Software Development And Implementation,Junit,  ,,  ,Approved
1098,,Technology & It,Software Development And Implementation,Kohana Framework,  ,,  ,Approved
1099,,Technology & It,Software Development And Implementation,Kotlin,  ,,  ,Approved
1100,,Technology & IT,Configuration/Release Engineering,Kubernetes,  ,,  ,Approved
1101,,Technology & IT,Infrastructure,Linux OS,  ,,  ,Approved
1102,,Technology & It,Software Development And Implementation,Loadrunner,  ,,  ,Approved
1103,,Tech & IT,Data Science,Machine Learning, BasiMachine Learning Concepts and Machine Learning Methodology  Classification and Overall Concept of Machine Learning Methodology  Evaluate Model-Model Evaluation Criteria  Classification  Feature Selection and Dimension Reduction / Multiple T-test Bases  Recommendation Association Rule  Multiple Linear Regression  Simple Linear Regression  Decision Tree-CART  QUEST  C5.0  etc. ,,  ,Approved
1104,,Technology & IT,Hardware Engineering,Microprocessors,  ,,  ,Approved
1105,,Technology & It,Software Development And Implementation,Microservices,  ,,  ,Approved
1106,,Technology & It,Software Development And Implementation,Modern Javascript,  ,,  ,Approved
1107,,Technology & It,Data Science,Mongodb,  ,,,Approved
1108,,Technology & IT,Application And Data Management,Mulesoft,  ,,  ,Approved
1109,,Technology & It,Software Development And Implementation,Mysql, User Management Backup And Restore Joins Transactions Regex Indexing Subquery And Correlated Subquery Sql Injection Character Set Cluster Security Temporary Tables Constraints Collation Cursors Functions (aggregate  Comparison  String  Date  Etc.) Data Types Events Natural Sorting Normalization Db Export/import Stored Procedures And Functions Triggers Types Of Sql Commands Storage Engines Views ,,  ,Approved
1111,,Technology & It,Cyber Security,Network Security,  ,,,Approved
1112,,Technology & It,Software Development And Implementation,Node.js,  ,,  ,Approved
1113,,Technology & It,Software Development And Implementation,Nosql,  ,,  ,Approved
1114,,Technology & IT,Application And Data Management,Opentext,  ,,  ,Approved
1115,,Technology & IT,Application And Data Management,Oracle (Modules/ Pacakges/ Softwares/ Cloud Technologies),  ,,  ,Approved
1116,,Technology & IT,Application And Data Management,Oracle SQL, Data Query Language Sub Queries SQL Constraints Views String Functions SQL Operators SQL Union  Union ALL  Intersect  Minus etc. Data Control Language SQL Joins Date Function Wildcard Operators Alias Data Definition Language Analytical Function Indexes Hierarchical Query Sequences Data Manipulation Language SQL Data Types ,,  ,Approved
1117,,Technology & It,Software Development And Implementation,Pascal,  ,,  ,Approved
1118,,Technology & IT,Configuration/Release Engineering,Perl,  ,,  ,Approved
1119,,Technology & It,Software Development And Implementation,Php Wordpress, Maintenance  Troubleshooting And Security Advance Concepts Wordpress Basics Administration And Customization Usage In Wordpress ,,  ,Approved
1120,,Technology & It,Software Development And Implementation,Pl/sql,  ,,  ,Approved
1121,,Technology & It,Data Science,Postgresql,  ,,,Approved
1122,,Technology & It,Software Development And Implementation,Postman,  ,,  ,Approved
1123,,Technology & IT,Business And Systems Analysis,POWER BI,  ,,  ,Approved
1125,,Technology & IT,Configuration/Release Engineering,Puppet,  ,,  ,Approved
1130,,Technology & It,Software Development And Implementation,Data Structures, Data Structures Queues Stacks Linked List ,,  ,Approved
1131,,Tech & IT,Data Science,Data Types, Data Types ,,  ,Approved
1138,,Technology & It,Data Science,Memory Management, Memory Management ,,,Approved
1141,,Technology & It,Software Development And Implementation,Multithreading, Multithreading ,,  ,Approved
1150,,Technology & It,Software Development And Implementation,Quantum Computing,  ,,  ,Approved
1151,,Technology & It,Software Development And Implementation,Query Language / Soql,  ,,  ,Approved
1152,,Tech & IT,Data Science,R,  ,,  ,Approved
1153,,Technology & IT,Application And Data Management,RDBMS,  ,,  ,Approved
1154,,Technology & It,Software Development And Implementation,React,  ,,  ,Approved
1155,,Technology & It,Software Development And Implementation,React Js,  ,,  ,Approved
1156,,Technology & It,Software Development And Implementation,React Native,  ,,  ,Approved
1157,,Technology & IT,Infrastructure,Redis,  ,,  ,Approved
1158,,Technology & It,Software Development And Implementation,Restful Api,  ,,  ,Approved
1159,,Technology & IT,Application And Data Management,RPA, Exception Handling  Debugging  and Logging Data Manipulations RPA Basics Handling User Events and Assistant Bots Sequence  Flowchart  and Control Flow Managing and Maintaining the Code Plugins and Extensions Record and Play Taking Control of the Controls ,,  ,Approved
1160,,Technology & It,Software Development And Implementation,Ruby, Inheritance Ruby Ri Tool Ruby Procs Ruby Methods Ruby Logging Ruby Array Regular Expression Ranges  Symbols And Hashes Object Serialization Object Oriented Programming Object Oriented Design Object Model And Privacy Numbers And Strings Mutable And Immutable Objects Modules Method Missing Exception Handling Duck Typing Constants Closures And Bindings Class And Object Access Control Code Blocks Scopes Ruby Time Class Singleton Class Ruby Syntactisugar ,,  ,Approved
1161,,Technology & It,Software Development And Implementation,Ruby On Rails,  ,,  ,Approved
1162,,Technology & IT,Application And Data Management,Salesforce Configuration,  ,,  ,Approved
1163,,Technology & IT,Application And Data Management,Salesforce Integration,  ,,  ,Approved
1164,,Technology & IT,Infrastructure,SanFabric,  ,,  ,Approved
1165,,Technology & IT,Application And Data Management,SAP (Modules/ Packages/ Technologies),  ,,  ,Approved
1166,,Technology & It,Data Science,Sas,  ,,,Approved
1167,,Technology & It,Software Development And Implementation,Selenium,  ,,  ,Approved
1168,,Technology & IT,Infrastructure,ServiceNow,  ,,  ,Approved
1169,,Technology & IT,End User Support,Sharepoint,  ,,  ,Approved
1170,,Technology & IT,Infrastructure,Shell scripting,  ,,  ,Approved
1171,,Technology & IT,Application And Data Management,Shopify,  ,,  ,Approved
1172,,Technology & It,Software Development And Implementation,Soap Ui,  ,,  ,Approved
1173,,Technology & It,Software Development And Implementation,Socket Programming,  ,,  ,Approved
1174,,Technology & It,Software Development And Implementation,Software Engineering, Product Metrics Frame Work Activities Risk Management Design Concepts Software Configuration Management Software Quality Assurance Software Testing Strategy Estimation Of Software Projects Maintenance And Re-engineering Review Techniques Project Management Requirements Engineering Project Scheduling ,,  ,Approved
1175,,Technology & It,Data Science,Spark,  ,,,Approved
1176,,Technology & It,Software Development And Implementation,Special Interest Programming, .net ,,  ,Approved
1177,,Technology & It,Software Development And Implementation,Spring,  ,,  ,Approved
1178,,Technology & It,Software Development And Implementation,Spring Boot,  ,,  ,Approved
1179,,Technology & It,Software Development And Implementation,Spring Framework,  ,,  ,Approved
1180,,Technology & IT,Application And Data Management,SQL Queries,  ,,  ,Approved
1181,,Technology & IT,Application And Data Management,SQL Server,  ,,  ,Approved
1182,,Technology & IT,Application And Data Management,SQL Server Security,  ,,  ,Approved
1184,,Technology & It,Software Development And Implementation,Struts,  ,,  ,Approved
1185,,Technology & It,Software Development And Implementation,Swift,  ,,  ,Approved
1186,,Technology & It,Software Development And Implementation,Symfony Framework,  ,,  ,Approved
1187,,Technology & IT,Infrastructure,System Administrator, Backup and Restore Monitoring ,,  ,Approved
1188,,Technology & It,Software Development And Implementation,System Design,  ,,  ,Approved
1189,,Technology & IT,Application And Data Management,Tableau,  ,,  ,Approved
1190,,Technology & It,Software Development And Implementation,Tdd,  ,,  ,Approved
1191,,Technology & It,Data Science,Tensorflow, Validation Set  Six Digits ,,,Approved
1192,,Technology & IT,Configuration/Release Engineering,Terraform,  ,,  ,Approved
1193,,Technology & It,Software Development And Implementation,Test Management,  ,,  ,Approved
